Type,Gene
protein_coding,PMFBP1
protein_coding,PML
protein_coding,PMM1
protein_coding,PMM2
processed_pseudogene,PMM2P1
protein_coding,PMP2
protein_coding,PMP22
protein_coding,PMPCA
protein_coding,PMPCB
protein_coding,PMS1
protein_coding,PMS2
pseudogene,PMS2CL
pseudogene,PMS2P1
unprocessed_pseudogene,PMS2P10
pseudogene,PMS2P2
pseudogene,PMS2P3
pseudogene,PMS2P4
pseudogene,PMS2P5
unprocessed_pseudogene,PMS2P6
pseudogene,PMS2P9
protein_coding,PMVK
protein_coding,PNCK
protein_coding,PNISR
protein_coding,PNKD
protein_coding,PNKP
protein_coding,PNLDC1
protein_coding,PNLIP
protein_coding,PNLIPRP1
polymorphic_pseudogene,PNLIPRP2
protein_coding,PNLIPRP3
protein_coding,PNMA1
protein_coding,PNMA2
protein_coding,PNMA3
protein_coding,PNMA5
protein_coding,PNMA6A
unprocessed_pseudogene,PNMA6B
protein_coding,PNMA6F
protein_coding,PNMAL1
protein_coding,PNMAL2
protein_coding,PNMT
protein_coding,PNN
protein_coding,PNO1
protein_coding,PNOC
protein_coding,PNP
protein_coding,PNPLA1
protein_coding,PNPLA2
protein_coding,PNPLA3
protein_coding,PNPLA4
protein_coding,PNPLA5
protein_coding,PNPLA6
protein_coding,PNPLA7
protein_coding,PNPLA8
protein_coding,PNPO
protein_coding,PNPT1
protein_coding,PNRC1
protein_coding,PNRC2
protein_coding,POC1A
protein_coding,POC1B
protein_coding,POC1B-GALNT4
protein_coding,POC5
protein_coding,PODN
protein_coding,PODNL1
protein_coding,PODXL
protein_coding,PODXL2
protein_coding,POF1B
protein_coding,POFUT1
protein_coding,POFUT2
protein_coding,POGK
protein_coding,POGLUT1
protein_coding,POGZ
protein_coding,POLA1
protein_coding,POLA2
protein_coding,POLB
protein_coding,POLD1
protein_coding,POLD2
protein_coding,POLD3
protein_coding,POLD4
processed_transcript,POLDIP2
protein_coding,POLDIP3
protein_coding,POLE
protein_coding,POLE2
protein_coding,POLE3
protein_coding,POLE4
protein_coding,POLG
protein_coding,POLG2
protein_coding,POLH
protein_coding,POLI
protein_coding,POLK
protein_coding,POLL
protein_coding,POLM
protein_coding,POLN
protein_coding,POLQ
protein_coding,POLR1A
protein_coding,POLR1B
protein_coding,POLR1C
protein_coding,POLR1D
protein_coding,POLR1E
protein_coding,POLR2A
protein_coding,POLR2B
protein_coding,POLR2C
protein_coding,POLR2D
protein_coding,POLR2E
protein_coding,POLR2F
protein_coding,POLR2G
protein_coding,POLR2H
protein_coding,POLR2I
protein_coding,POLR2J
protein_coding,POLR2J2
protein_coding,POLR2J3
processed_transcript,POLR2J4
protein_coding,POLR2K
protein_coding,POLR2L
protein_coding,POLR2M
protein_coding,POLR3A
protein_coding,POLR3B
protein_coding,POLR3C
protein_coding,POLR3D
protein_coding,POLR3E
protein_coding,POLR3F
protein_coding,POLR3G
protein_coding,POLR3GL
protein_coding,POLR3H
protein_coding,POLR3K
processed_pseudogene,POLR3KP2
protein_coding,POLRMT
processed_pseudogene,POLRMTP1
protein_coding,POM121
unprocessed_pseudogene,POM121B
protein_coding,POM121C
pseudogene,POM121L10P
protein_coding,POM121L12
pseudogene,POM121L1P
protein_coding,POM121L2
processed_pseudogene,POM121L3P
pseudogene,POM121L4P
processed_pseudogene,POM121L6P
pseudogene,POM121L8P
pseudogene,POM121L9P
protein_coding,POMC
protein_coding,POMGNT1
protein_coding,POMGNT2
protein_coding,POMK
protein_coding,POMP
protein_coding,POMT1
protein_coding,POMT2
protein_coding,POMZP3
protein_coding,PON1
protein_coding,PON2
protein_coding,PON3
protein_coding,POP1
protein_coding,POP4
protein_coding,POP5
protein_coding,POP7
protein_coding,POPDC2
protein_coding,POPDC3
protein_coding,POR
protein_coding,PORCN
protein_coding,POSTN
protein_coding,POT1
antisense,POT1-AS1
pseudogene,POTEA
protein_coding,POTEB
protein_coding,POTEB2
protein_coding,POTEB3
protein_coding,POTEC
protein_coding,POTED
protein_coding,POTEE
protein_coding,POTEF
protein_coding,POTEG
protein_coding,POTEH
antisense,POTEH-AS1
protein_coding,POTEI
protein_coding,POTEJ
pseudogene,POTEKP
protein_coding,POTEM
protein_coding,POU1F1
protein_coding,POU2AF1
protein_coding,POU2F1
protein_coding,POU2F2
protein_coding,POU2F3
protein_coding,POU3F1
protein_coding,POU3F2
protein_coding,POU3F3
protein_coding,POU3F4
protein_coding,POU4F1
protein_coding,POU4F2
protein_coding,POU4F3
protein_coding,POU5F1
protein_coding,POU5F1B
processed_pseudogene,POU5F1P2
pseudogene,POU5F1P3
pseudogene,POU5F1P4
pseudogene,POU5F1P5
unprocessed_pseudogene,POU5F1P6
processed_pseudogene,POU5F1P7
protein_coding;overexpressed_ribodepletion,POU5F2
protein_coding,POU6F1
protein_coding,POU6F2
antisense,POU6F2-AS1
antisense,POU6F2-AS2
protein_coding,PP2D1
protein_coding,PPA1
protein_coding,PPA2
protein_coding,PPAN
protein_coding,PPAN-P2RY11
protein_coding,PPARA
protein_coding,PPARD
protein_coding,PPARG
protein_coding,PPARGC1A
protein_coding,PPARGC1B
protein_coding,PPAT
protein_coding,PPBP
pseudogene,PPBPP2
protein_coding,PPCDC
protein_coding,PPCS
protein_coding,PPDPF
protein_coding,PPEF1
antisense,PPEF1-AS1
protein_coding,PPEF2
protein_coding,PPFIA1
protein_coding,PPFIA2
protein_coding,PPFIA3
protein_coding,PPFIA4
protein_coding,PPFIBP1
protein_coding,PPFIBP2
protein_coding,PPHLN1
protein_coding,PPIA
protein_coding,PPIAL4A
protein_coding,PPIAL4C
protein_coding,PPIAL4D
pseudogene,PPIAL4E
protein_coding,PPIAL4F
protein_coding,PPIAL4G
processed_pseudogene,PPIAP10
processed_pseudogene,PPIAP11
processed_pseudogene,PPIAP14
processed_pseudogene,PPIAP16
processed_pseudogene,PPIAP17
processed_pseudogene,PPIAP2
processed_pseudogene,PPIAP20
processed_pseudogene,PPIAP3
pseudogene,PPIAP30
processed_pseudogene,PPIAP9
protein_coding,PPIB
protein_coding,PPIC
protein_coding,PPID
protein_coding,PPIE
pseudogene,PPIEL
protein_coding,PPIF
protein_coding,PPIG
protein_coding,PPIH
processed_pseudogene,PPIHP1
protein_coding,PPIL1
processed_pseudogene,PPIL1P1
protein_coding,PPIL2
protein_coding,PPIL3
protein_coding,PPIL4
protein_coding,PPIL6
protein_coding,PPIP5K1
protein_coding,PPIP5K2
protein_coding,PPL
protein_coding,PPM1A
protein_coding,PPM1B
protein_coding,PPM1D
protein_coding,PPM1E
protein_coding,PPM1F
protein_coding,PPM1G
protein_coding,PPM1H
protein_coding,PPM1J
protein_coding,PPM1K
protein_coding,PPM1L
protein_coding,PPM1M
protein_coding,PPM1N
protein_coding,PPME1
protein_coding,PPOX
protein_coding,PPP1CA
protein_coding,PPP1CB
protein_coding,PPP1CC
protein_coding,PPP1R10
protein_coding,PPP1R11
protein_coding,PPP1R12A
protein_coding,PPP1R12B
protein_coding,PPP1R12C
protein_coding,PPP1R13B
protein_coding,PPP1R13L
protein_coding,PPP1R14A
protein_coding,PPP1R14B
processed_pseudogene,PPP1R14BP3
protein_coding,PPP1R14C
protein_coding,PPP1R14D
protein_coding,PPP1R15A
protein_coding,PPP1R15B
protein_coding,PPP1R16A
protein_coding,PPP1R16B
protein_coding,PPP1R17
protein_coding,PPP1R18
protein_coding,PPP1R1A
processed_pseudogene,PPP1R1AP2
protein_coding,PPP1R1B
protein_coding,PPP1R1C
protein_coding,PPP1R2
protein_coding,PPP1R21
protein_coding,PPP1R26
antisense,PPP1R26-AS1
unprocessed_pseudogene,PPP1R26P3
processed_pseudogene,PPP1R26P4
protein_coding,PPP1R27
transcribed_processed_pseudogene,PPP1R2P1
processed_pseudogene,PPP1R2P2
pseudogene,PPP1R2P3
pseudogene,PPP1R2P9
protein_coding,PPP1R32
protein_coding,PPP1R35
protein_coding,PPP1R36
protein_coding,PPP1R37
protein_coding,PPP1R3A
protein_coding,PPP1R3B
protein_coding,PPP1R3C
protein_coding,PPP1R3D
protein_coding,PPP1R3E
protein_coding,PPP1R3F
protein_coding,PPP1R3G
protein_coding,PPP1R42
protein_coding,PPP1R7
protein_coding,PPP1R8
protein_coding,PPP1R9A
protein_coding,PPP1R9B
protein_coding,PPP2CA
protein_coding,PPP2CB
protein_coding,PPP2R1A
protein_coding,PPP2R1B
protein_coding,PPP2R2A
protein_coding,PPP2R2B
sense_intronic,PPP2R2B-IT1
protein_coding,PPP2R2C
protein_coding,PPP2R2D
protein_coding,PPP2R3A
protein_coding,PPP2R3B
protein_coding,PPP2R3C
protein_coding,PPP2R4
protein_coding,PPP2R5A
protein_coding,PPP2R5B
protein_coding,PPP2R5C
protein_coding,PPP2R5D
protein_coding,PPP2R5E
protein_coding,PPP3CA
protein_coding,PPP3CB
protein_coding,PPP3CC
protein_coding,PPP3R1
protein_coding,PPP3R2
protein_coding,PPP4C
protein_coding,PPP4R1
protein_coding,PPP4R1L
protein_coding,PPP4R2
protein_coding,PPP4R3B
protein_coding,PPP4R4
protein_coding,PPP5C
protein_coding,PPP5D1
protein_coding,PPP6C
protein_coding,PPP6R1
protein_coding,PPP6R2
protein_coding,PPP6R3
protein_coding,PPRC1
protein_coding,PPT1
protein_coding,PPT2
protein_coding,PPT2-EGFL8
protein_coding,PPTC7
protein_coding,PPWD1
protein_coding,PPY
protein_coding,PQBP1
protein_coding,PQLC1
protein_coding,PQLC2
protein_coding,PQLC2L
protein_coding,PQLC3
protein_coding,PRAC1
antisense,PRAC2
protein_coding,PRADC1
protein_coding;underexpressed_ribodepletion,PRAF2
protein_coding,PRAG1
protein_coding;underexpressed_ribodepletion,PRAM1
protein_coding,PRAME
protein_coding,PRAMEF1
protein_coding,PRAMEF10
protein_coding,PRAMEF11
protein_coding,PRAMEF12
protein_coding,PRAMEF13
protein_coding,PRAMEF14
protein_coding,PRAMEF15
protein_coding,PRAMEF17
protein_coding,PRAMEF18
protein_coding,PRAMEF19
protein_coding,PRAMEF2
protein_coding,PRAMEF20
protein_coding,PRAMEF22
pseudogene,PRAMEF25
protein_coding,PRAMEF26
protein_coding,PRAMEF27
protein_coding,PRAMEF4
protein_coding,PRAMEF5
protein_coding,PRAMEF6
protein_coding,PRAMEF7
protein_coding,PRAMEF8
protein_coding,PRAMEF9
pseudogene,PRAMENP
protein_coding,PRAP1
protein_coding,PRB1
protein_coding,PRB2
protein_coding,PRB3
protein_coding,PRB4
protein_coding,PRC1
antisense,PRC1-AS1
protein_coding,PRCC
protein_coding,PRCD
protein_coding,PRCP
protein_coding,PRDM1
protein_coding,PRDM10
protein_coding,PRDM11
protein_coding,PRDM12
protein_coding,PRDM13
protein_coding,PRDM14
protein_coding,PRDM15
protein_coding,PRDM16
protein_coding,PRDM2
protein_coding,PRDM4
protein_coding,PRDM5
protein_coding,PRDM6
protein_coding,PRDM7
protein_coding,PRDM8
protein_coding,PRDM9
protein_coding,PRDX1
protein_coding,PRDX2
protein_coding,PRDX3
protein_coding,PRDX4
protein_coding,PRDX5
protein_coding,PRDX6
protein_coding,PREB
protein_coding,PRELID1
protein_coding,PRELID2
protein_coding,PRELID3A
protein_coding,PRELID3B
protein_coding,PRELP
protein_coding,PREP
protein_coding,PREPL
protein_coding,PREX1
protein_coding,PREX2
protein_coding,PRF1
protein_coding,PRG2
protein_coding,PRG3
protein_coding,PRG4
protein_coding,PRH1
protein_coding;overexpressed_ribodepletion,PRH2
protein_coding,PRICKLE1
protein_coding,PRICKLE2
antisense,PRICKLE2-AS1
antisense,PRICKLE2-AS2
antisense,PRICKLE2-AS3
protein_coding,PRICKLE3
protein_coding,PRICKLE4
protein_coding,PRIM1
protein_coding,PRIM2
protein_coding,PRIMA1
protein_coding,PRIMPOL
protein_coding,PRKAA1
protein_coding,PRKAA2
protein_coding,PRKAB1
protein_coding,PRKAB2
protein_coding,PRKACA
protein_coding,PRKACB
protein_coding,PRKACG
protein_coding,PRKAG1
protein_coding,PRKAG2
antisense,PRKAG2-AS1
protein_coding,PRKAG3
protein_coding,PRKAR1A
protein_coding,PRKAR1B
protein_coding,PRKAR2A
antisense,PRKAR2A-AS1
protein_coding,PRKAR2B
protein_coding,PRKCA
protein_coding,PRKCB
protein_coding,PRKCD
protein_coding,PRKCDBP
protein_coding,PRKCE
protein_coding,PRKCG
protein_coding,PRKCH
protein_coding,PRKCI
protein_coding,PRKCQ
lincRNA,PRKCQ-AS1
protein_coding,PRKCSH
protein_coding,PRKCZ
protein_coding,PRKD1
protein_coding,PRKD2
protein_coding,PRKD3
protein_coding,PRKDC
protein_coding,PRKG1
antisense,PRKG1-AS1
protein_coding,PRKG2
protein_coding,PRKRA
protein_coding,PRKRIP1
protein_coding,PRKX
antisense,PRKX-AS1
pseudogene,PRKXP1
pseudogene,PRKY
protein_coding,PRL
protein_coding,PRLH
protein_coding,PRLHR
protein_coding,PRLR
protein_coding,PRM1
protein_coding,PRM2
protein_coding,PRM3
protein_coding,PRMT1
protein_coding,PRMT2
protein_coding,PRMT3
protein_coding,PRMT5
antisense,PRMT5-AS1
protein_coding,PRMT6
protein_coding,PRMT7
protein_coding,PRMT8
protein_coding,PRMT9
pseudogene,PRNCR1
protein_coding,PRND
protein_coding,PRNP
protein_coding,PRNT
protein_coding,PROB1
protein_coding,PROC
protein_coding;underexpressed_ribodepletion,PROCA1
protein_coding,PROCR
protein_coding,PRODH
protein_coding,PRODH2
protein_coding,PROK1
protein_coding,PROK2
protein_coding,PROKR1
protein_coding,PROKR2
protein_coding,PROM1
protein_coding,PROM2
protein_coding,PROP1
pseudogene,PRORSD1P
protein_coding,PRORY
protein_coding,PROS1
protein_coding,PROSC
protein_coding,PROSER1
protein_coding,PROSER2
antisense,PROSER2-AS1
protein_coding,PROSER3
protein_coding,PROX1
antisense,PROX1-AS1
protein_coding,PROX2
protein_coding,PROZ
protein_coding,PRPF18
protein_coding,PRPF19
protein_coding,PRPF3
protein_coding,PRPF31
protein_coding,PRPF38A
protein_coding,PRPF38B
protein_coding,PRPF39
protein_coding,PRPF4
protein_coding,PRPF40A
protein_coding,PRPF40B
protein_coding,PRPF4B
protein_coding,PRPF6
protein_coding,PRPF8
protein_coding,PRPH
protein_coding,PRPH2
protein_coding,PRPS1
protein_coding,PRPS1L1
protein_coding,PRPS2
protein_coding,PRPSAP1
protein_coding,PRPSAP2
protein_coding,PRR11
protein_coding,PRR12
protein_coding,PRR13
protein_coding;underexpressed_ribodepletion,PRR14
protein_coding,PRR14L
protein_coding,PRR15
protein_coding,PRR15L
protein_coding,PRR16
protein_coding,PRR18
protein_coding,PRR19
protein_coding,PRR20A
protein_coding,PRR20B
protein_coding;underexpressed_ribodepletion,PRR22
protein_coding,PRR23A
protein_coding,PRR23B
protein_coding,PRR23C
protein_coding,PRR23D1
protein_coding,PRR23D2
protein_coding,PRR25
protein_coding,PRR26
protein_coding,PRR27
protein_coding,PRR29
protein_coding,PRR3
protein_coding,PRR30
protein_coding,PRR32
protein_coding,PRR33
protein_coding,PRR34
protein_coding,PRR35
protein_coding,PRR36
protein_coding,PRR4
protein_coding,PRR5
protein_coding,PRR5-ARHGAP8
protein_coding,PRR5L
protein_coding,PRR7
antisense,PRR7-AS1
protein_coding,PRR9
protein_coding,PRRC1
protein_coding,PRRC2A
protein_coding,PRRC2B
protein_coding,PRRC2C
protein_coding,PRRG1
protein_coding,PRRG2
protein_coding,PRRG3
protein_coding,PRRG4
protein_coding;underexpressed_ribodepletion,PRRT1
protein_coding,PRRT2
protein_coding,PRRT3
antisense,PRRT3-AS1
protein_coding,PRRT4
protein_coding,PRRX1
protein_coding,PRRX2
protein_coding,PRSS1
protein_coding,PRSS12
protein_coding,PRSS16
protein_coding,PRSS2
protein_coding,PRSS21
protein_coding,PRSS22
protein_coding,PRSS23
protein_coding,PRSS27
transcribed_unprocessed_pseudogene,PRSS29P
protein_coding,PRSS3
pseudogene,PRSS30P
protein_coding,PRSS33
protein_coding,PRSS35
protein_coding,PRSS36
protein_coding,PRSS37
protein_coding,PRSS38
unprocessed_pseudogene,PRSS3P1
pseudogene,PRSS3P2
pseudogene,PRSS41
protein_coding,PRSS42
protein_coding,PRSS45
protein_coding,PRSS46
protein_coding,PRSS48
protein_coding,PRSS50
protein_coding,PRSS51
protein_coding,PRSS53
protein_coding,PRSS54
protein_coding,PRSS55
protein_coding,PRSS56
protein_coding,PRSS57
protein_coding,PRSS58
protein_coding,PRSS8
protein_coding,PRTFDC1
protein_coding,PRTG
protein_coding,PRTN3
protein_coding,PRUNE
protein_coding,PRUNE2
protein_coding,PRX
protein_coding,PRY
protein_coding,PRY2
transcribed_unprocessed_pseudogene,PRYP3
protein_coding,PSAP
protein_coding,PSAPL1
protein_coding,PSAT1
protein_coding,PSCA
protein_coding,PSD
protein_coding,PSD2
protein_coding,PSD3
protein_coding,PSD4
protein_coding,PSEN1
protein_coding,PSEN2
protein_coding,PSENEN
protein_coding,PSG1
pseudogene,PSG10P
protein_coding,PSG11
protein_coding,PSG2
protein_coding,PSG3
protein_coding,PSG4
protein_coding,PSG5
protein_coding,PSG6
polymorphic_pseudogene,PSG7
protein_coding,PSG8
protein_coding,PSG9
protein_coding,PSIP1
protein_coding,PSKH1
protein_coding,PSKH2
protein_coding,PSMA1
protein_coding,PSMA2
protein_coding,PSMA3
protein_coding,PSMA4
protein_coding,PSMA5
protein_coding,PSMA6
protein_coding,PSMA7
protein_coding,PSMA8
protein_coding,PSMB1
protein_coding,PSMB10
protein_coding,PSMB11
protein_coding,PSMB2
protein_coding,PSMB3
protein_coding,PSMB4
protein_coding,PSMB5
protein_coding,PSMB6
protein_coding,PSMB7
protein_coding,PSMB8
protein_coding,PSMB9
protein_coding,PSMC1
protein_coding,PSMC2
protein_coding,PSMC3
protein_coding,PSMC3IP
protein_coding,PSMC4
protein_coding,PSMC5
protein_coding,PSMC6
protein_coding,PSMD1
protein_coding,PSMD10
protein_coding,PSMD11
protein_coding,PSMD12
unprocessed_pseudogene,PSMD12P
protein_coding,PSMD13
protein_coding,PSMD14
protein_coding,PSMD2
protein_coding,PSMD3
protein_coding,PSMD4
protein_coding,PSMD5
antisense,PSMD5-AS1
protein_coding,PSMD6
antisense,PSMD6-AS2
protein_coding,PSMD7
processed_pseudogene,PSMD7P1
protein_coding,PSMD8
protein_coding,PSMD9
protein_coding,PSME1
protein_coding,PSME2
protein_coding,PSME3
protein_coding,PSME4
protein_coding,PSMF1
protein_coding,PSMG1
protein_coding,PSMG2
protein_coding,PSMG3
lincRNA,PSMG3-AS1
protein_coding,PSMG4
protein_coding,PSORS1C1
protein_coding,PSORS1C2
processed_transcript,PSORS1C3
protein_coding,PSPC1
transcribed_unprocessed_pseudogene,PSPC1P2
protein_coding,PSPH
protein_coding,PSPN
protein_coding,PSRC1
protein_coding,PSTK
protein_coding,PSTPIP1
protein_coding,PSTPIP2
protein_coding,PTAFR
protein_coding,PTAR1
protein_coding,PTBP1
protein_coding,PTBP2
protein_coding,PTBP3
protein_coding,PTCD1
protein_coding,PTCD2
protein_coding,PTCD3
protein_coding,PTCH1
protein_coding,PTCH2
protein_coding,PTCHD1
protein_coding,PTCHD3
protein_coding,PTCHD4
protein_coding,PTCRA
lincRNA,PTCSC3
protein_coding,PTDSS1
protein_coding,PTDSS2
protein_coding,PTEN
pseudogene,PTENP1
antisense,PTENP1-AS
protein_coding,PTER
protein_coding,PTF1A
protein_coding,PTGDR
protein_coding,PTGDR2
protein_coding,PTGDS
protein_coding,PTGER1
protein_coding,PTGER2
protein_coding,PTGER3
protein_coding,PTGER4
protein_coding,PTGES
protein_coding,PTGES2
protein_coding,PTGES3
protein_coding,PTGES3L
protein_coding,PTGES3L-AARSD1
protein_coding,PTGFR
protein_coding,PTGFRN
protein_coding,PTGIR
protein_coding,PTGIS
protein_coding,PTGR1
protein_coding,PTGR2
protein_coding,PTGS1
protein_coding,PTGS2
protein_coding,PTH
protein_coding,PTH1R
protein_coding,PTH2
protein_coding,PTH2R
protein_coding,PTHLH
protein_coding,PTK2
protein_coding,PTK2B
protein_coding,PTK6
protein_coding,PTK7
protein_coding,PTMA
processed_pseudogene,PTMAP1
processed_pseudogene,PTMAP3
transcribed_processed_pseudogene,PTMAP5
processed_pseudogene,PTMAP6
protein_coding;underexpressed_ribodepletion,PTMS
protein_coding,PTN
protein_coding,PTOV1
antisense,PTOV1-AS1
protein_coding,PTP4A1
protein_coding,PTP4A2
processed_pseudogene,PTP4A2P1
processed_pseudogene,PTP4A2P2
protein_coding,PTP4A3
protein_coding,PTPDC1
protein_coding,PTPMT1
protein_coding,PTPN1
protein_coding,PTPN11
protein_coding,PTPN12
protein_coding,PTPN13
protein_coding,PTPN14
protein_coding,PTPN18
protein_coding,PTPN2
protein_coding,PTPN20
protein_coding,PTPN21
protein_coding,PTPN22
protein_coding,PTPN23
protein_coding,PTPN3
protein_coding,PTPN4
protein_coding,PTPN5
protein_coding,PTPN6
protein_coding,PTPN7
protein_coding,PTPN9
protein_coding,PTPRA
protein_coding,PTPRB
protein_coding,PTPRC
protein_coding,PTPRCAP
protein_coding,PTPRD
protein_coding,PTPRE
protein_coding,PTPRF
protein_coding,PTPRG
processed_transcript,PTPRG-AS1
protein_coding,PTPRH
protein_coding,PTPRJ
protein_coding,PTPRK
protein_coding,PTPRM
protein_coding,PTPRN
protein_coding,PTPRN2
protein_coding,PTPRO
protein_coding,PTPRQ
protein_coding,PTPRR
protein_coding,PTPRS
protein_coding,PTPRT
protein_coding,PTPRU
pseudogene,PTPRVP
protein_coding,PTPRZ1
protein_coding,PTRF
protein_coding,PTRH1
protein_coding,PTRH2
protein_coding,PTRHD1
protein_coding,PTS
protein_coding,PTTG1
protein_coding,PTTG1IP
protein_coding,PTTG2
processed_pseudogene,PTTG4P
protein_coding,PTX3
protein_coding,PTX4
protein_coding,PUDP
protein_coding,PUF60
protein_coding,PUM1
protein_coding,PUM2
protein_coding,PUM3
protein_coding,PURA
protein_coding,PURB
protein_coding,PURG
protein_coding,PUS1
protein_coding,PUS10
protein_coding,PUS3
protein_coding,PUS7
protein_coding,PUS7L
protein_coding,PUSL1
protein_coding,PVALB
protein_coding,PVR
protein_coding,PVRIG
pseudogene,PVRIG2P
antisense,PVRL3-AS1
processed_transcript,PVT1
protein_coding,PWP1
protein_coding,PWP2
lincRNA,PWRN1
lincRNA,PWRN2
lincRNA,PWRN3
protein_coding,PWWP2A
protein_coding,PWWP2B
protein_coding,PXDC1
protein_coding,PXDN
protein_coding,PXDNL
protein_coding,PXK
protein_coding,PXMP2
protein_coding,PXMP4
protein_coding,PXN
antisense,PXN-AS1
protein_coding,PXT1
protein_coding,PXYLP1
protein_coding,PYCARD
protein_coding,PYCR1
protein_coding,PYCR2
protein_coding,PYDC1
protein_coding,PYDC2
protein_coding,PYGB
protein_coding,PYGL
protein_coding,PYGM
protein_coding,PYGO1
protein_coding,PYGO2
protein_coding,PYHIN1
protein_coding,PYM1
protein_coding,PYROXD1
protein_coding,PYROXD2
protein_coding,PYURF
protein_coding,PYY
pseudogene,PYY2
processed_pseudogene,PYY3
protein_coding,PZP
protein_coding,QARS
protein_coding,QDPR
protein_coding,QKI
protein_coding,QPCT
protein_coding,QPCTL
protein_coding,QPRT
protein_coding,QRFP
protein_coding,QRFPR
protein_coding,QRICH1
protein_coding,QRICH2
protein_coding,QRSL1
protein_coding,QSER1
protein_coding,QSOX1
protein_coding,QSOX2
protein_coding,QTRT1
protein_coding,QTRT2
protein_coding,R3HCC1
protein_coding,R3HCC1L
protein_coding,R3HDM1
protein_coding,R3HDM2
protein_coding,R3HDM4
protein_coding,R3HDML
protein_coding,RAB10
protein_coding,RAB11A
protein_coding,RAB11B
antisense,RAB11B-AS1
protein_coding,RAB11FIP1
protein_coding,RAB11FIP2
protein_coding,RAB11FIP3
protein_coding,RAB11FIP4
protein_coding,RAB11FIP5
protein_coding,RAB12
protein_coding,RAB13
protein_coding,RAB14
protein_coding,RAB15
protein_coding,RAB17
protein_coding,RAB18
protein_coding,RAB19
protein_coding,RAB1A
protein_coding,RAB1B
processed_pseudogene,RAB1C
protein_coding,RAB20
protein_coding,RAB21
protein_coding,RAB22A
protein_coding,RAB23
protein_coding,RAB24
protein_coding,RAB25
protein_coding,RAB26
protein_coding,RAB27A
protein_coding,RAB27B
protein_coding,RAB28
processed_pseudogene,RAB28P3
protein_coding,RAB29
protein_coding,RAB2A
protein_coding,RAB2B
protein_coding,RAB30
lincRNA,RAB30-AS1
protein_coding,RAB31
protein_coding,RAB32
protein_coding,RAB33A
protein_coding,RAB33B
protein_coding,RAB34
protein_coding,RAB35
protein_coding,RAB36
protein_coding,RAB37
protein_coding,RAB38
protein_coding,RAB39A
protein_coding,RAB39B
protein_coding,RAB3A
protein_coding,RAB3B
protein_coding,RAB3C
protein_coding,RAB3D
protein_coding,RAB3GAP1
protein_coding,RAB3GAP2
protein_coding,RAB3IL1
protein_coding,RAB3IP
protein_coding,RAB40A
protein_coding,RAB40AL
protein_coding,RAB40B
protein_coding,RAB40C
protein_coding,RAB41
protein_coding,RAB42
processed_pseudogene,RAB42P1
protein_coding,RAB43
processed_pseudogene,RAB43P1
protein_coding,RAB44
protein_coding,RAB4A
protein_coding,RAB4B
protein_coding,RAB4B-EGLN2
protein_coding,RAB5A
protein_coding,RAB5B
protein_coding,RAB5C
protein_coding,RAB6A
protein_coding,RAB6B
protein_coding,RAB6C
pseudogene,RAB6C-AS1
protein_coding,RAB7A
protein_coding,RAB7B
protein_coding,RAB8A
protein_coding,RAB8B
protein_coding,RAB9A
protein_coding,RAB9B
pseudogene,RAB9BP1
protein_coding,RABAC1
protein_coding,RABEP1
protein_coding,RABEP2
protein_coding,RABEPK
protein_coding,RABGAP1
protein_coding;overexpressed_ribodepletion,RABGAP1L
protein_coding,RABGEF1
protein_coding,RABGGTA
protein_coding,RABGGTB
protein_coding,RABIF
protein_coding,RABL2A
protein_coding,RABL2B
protein_coding,RABL3
protein_coding,RABL6
protein_coding,RAC1
processed_pseudogene,RAC1P1
protein_coding,RAC2
protein_coding,RAC3
protein_coding,RACGAP1
protein_coding,RACK1
protein_coding,RAD1
protein_coding,RAD17
protein_coding,RAD18
protein_coding,RAD21
antisense,RAD21-AS1
protein_coding,RAD21L1
protein_coding,RAD23A
protein_coding,RAD23B
protein_coding,RAD50
protein_coding,RAD51
processed_transcript,RAD51-AS1
protein_coding,RAD51AP1
protein_coding,RAD51AP2
protein_coding,RAD51B
protein_coding,RAD51C
protein_coding,RAD51D
protein_coding,RAD52
protein_coding,RAD54B
protein_coding,RAD54L
protein_coding,RAD54L2
protein_coding,RAD9A
protein_coding,RAD9B
protein_coding,RADIL
protein_coding,RAE1
protein_coding,RAET1E
antisense,RAET1E-AS1
protein_coding,RAET1G
pseudogene,RAET1K
protein_coding,RAET1L
protein_coding,RAF1
protein_coding,RAG1
protein_coding,RAG2
protein_coding,RAI1
antisense,RAI1-AS1
protein_coding,RAI14
protein_coding,RAI2
protein_coding,RALA
protein_coding,RALB
protein_coding,RALBP1
protein_coding,RALGAPA1
protein_coding,RALGAPA2
protein_coding,RALGAPB
protein_coding,RALGDS
protein_coding,RALGPS1
protein_coding,RALGPS2
protein_coding,RALY
protein_coding,RALYL
protein_coding,RAMP1
protein_coding;underexpressed_ribodepletion,RAMP2
lincRNA,RAMP2-AS1
protein_coding,RAMP3
protein_coding,RAN
protein_coding,RANBP1
protein_coding,RANBP10
protein_coding,RANBP17
protein_coding,RANBP2
protein_coding,RANBP3
protein_coding,RANBP3L
protein_coding,RANBP6
protein_coding,RANBP9
protein_coding,RANGAP1
protein_coding,RANGRF
processed_pseudogene,RANP1
protein_coding,RAP1A
processed_pseudogene,RAP1AP
protein_coding,RAP1B
protein_coding,RAP1GAP
